t,E_tot,E_x,E_y,proj_bx,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,Tau_vx,Tau_vy,Tau_bx,Tau_by
1.72300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.45724120e-08,8.09590301e-13,-1.70013963e-11,0.00000000e+00,0.00000000e+00,1.41184550e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.72400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.46214906e-08,8.10059958e-13,-1.70112591e-11,0.00000000e+00,0.00000000e+00,1.41348461e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.72500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.46705692e-08,8.10529614e-13,-1.70211219e-11,0.00000000e+00,0.00000000e+00,1.41512466e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.72600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.47196478e-08,8.10999270e-13,-1.70309847e-11,0.00000000e+00,0.00000000e+00,1.41676567e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.72700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.47687264e-08,8.11468926e-13,-1.70408474e-11,0.00000000e+00,0.00000000e+00,1.41840762e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.72800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.48178049e-08,8.11938582e-13,-1.70507102e-11,0.00000000e+00,0.00000000e+00,1.42005053e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.72900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.48668835e-08,8.12408237e-13,-1.70605730e-11,0.00000000e+00,0.00000000e+00,1.42169439e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.49159621e-08,8.12877891e-13,-1.70704357e-11,0.00000000e+00,0.00000000e+00,1.42333920e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.49650406e-08,8.13347546e-13,-1.70802985e-11,0.00000000e+00,0.00000000e+00,1.42498496e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.50141191e-08,8.13817199e-13,-1.70901612e-11,0.00000000e+00,0.00000000e+00,1.42663167e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.50631977e-08,8.14286853e-13,-1.71000239e-11,0.00000000e+00,0.00000000e+00,1.42827933e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.51122762e-08,8.14756506e-13,-1.71098866e-11,0.00000000e+00,0.00000000e+00,1.42992794e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.51613547e-08,8.15226159e-13,-1.71197493e-11,0.00000000e+00,0.00000000e+00,1.43157750e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.52104332e-08,8.15695811e-13,-1.71296120e-11,0.00000000e+00,0.00000000e+00,1.43322801e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.52595117e-08,8.16165463e-13,-1.71394747e-11,0.00000000e+00,0.00000000e+00,1.43487947e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.53085901e-08,8.16635115e-13,-1.71493374e-11,0.00000000e+00,0.00000000e+00,1.43653189e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.73900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.53576686e-08,8.17104766e-13,-1.71592001e-11,0.00000000e+00,0.00000000e+00,1.43818525e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.54067470e-08,8.17574417e-13,-1.71690628e-11,0.00000000e+00,0.00000000e+00,1.43983956e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.54558255e-08,8.18044068e-13,-1.71789254e-11,0.00000000e+00,0.00000000e+00,1.44149483e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.55049039e-08,8.18513718e-13,-1.71887881e-11,0.00000000e+00,0.00000000e+00,1.44315104e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.55539823e-08,8.18983368e-13,-1.71986507e-11,0.00000000e+00,0.00000000e+00,1.44480821e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.56030607e-08,8.19453017e-13,-1.72085134e-11,0.00000000e+00,0.00000000e+00,1.44646633e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.56521392e-08,8.19922666e-13,-1.72183760e-11,0.00000000e+00,0.00000000e+00,1.44812539e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.57012175e-08,8.20392315e-13,-1.72282386e-11,0.00000000e+00,0.00000000e+00,1.44978541e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.57502959e-08,8.20861963e-13,-1.72381012e-11,0.00000000e+00,0.00000000e+00,1.45144638e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.57993743e-08,8.21331611e-13,-1.72479638e-11,0.00000000e+00,0.00000000e+00,1.45310830e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.74900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.58484527e-08,8.21801259e-13,-1.72578264e-11,0.00000000e+00,0.00000000e+00,1.45477117e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.58975310e-08,8.22270906e-13,-1.72676890e-11,0.00000000e+00,0.00000000e+00,1.45643499e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.59466094e-08,8.22740552e-13,-1.72775516e-11,0.00000000e+00,0.00000000e+00,1.45809976e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.59956877e-08,8.23210199e-13,-1.72874142e-11,0.00000000e+00,0.00000000e+00,1.45976548e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.60447660e-08,8.23679845e-13,-1.72972767e-11,0.00000000e+00,0.00000000e+00,1.46143215e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.60938443e-08,8.24149490e-13,-1.73071393e-11,0.00000000e+00,0.00000000e+00,1.46309977e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.61429226e-08,8.24619136e-13,-1.73170018e-11,0.00000000e+00,0.00000000e+00,1.46476834e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.61920009e-08,8.25088781e-13,-1.73268644e-11,0.00000000e+00,0.00000000e+00,1.46643787e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.62410792e-08,8.25558425e-13,-1.73367269e-11,0.00000000e+00,0.00000000e+00,1.46810834e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.62901575e-08,8.26028069e-13,-1.73465895e-11,0.00000000e+00,0.00000000e+00,1.46977977e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.75900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.63392357e-08,8.26497713e-13,-1.73564520e-11,0.00000000e+00,0.00000000e+00,1.47145214e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.63883140e-08,8.26967356e-13,-1.73663145e-11,0.00000000e+00,0.00000000e+00,1.47312547e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.64373922e-08,8.27436999e-13,-1.73761770e-11,0.00000000e+00,0.00000000e+00,1.47479974e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.64864704e-08,8.27906642e-13,-1.73860395e-11,0.00000000e+00,0.00000000e+00,1.47647497e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.65355487e-08,8.28376284e-13,-1.73959020e-11,0.00000000e+00,0.00000000e+00,1.47815115e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.65846269e-08,8.28845926e-13,-1.74057644e-11,0.00000000e+00,0.00000000e+00,1.47982827e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.66337051e-08,8.29315567e-13,-1.74156269e-11,0.00000000e+00,0.00000000e+00,1.48150635e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.66827833e-08,8.29785208e-13,-1.74254894e-11,0.00000000e+00,0.00000000e+00,1.48318538e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.67318614e-08,8.30254849e-13,-1.74353518e-11,0.00000000e+00,0.00000000e+00,1.48486536e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.67809396e-08,8.30724489e-13,-1.74452143e-11,0.00000000e+00,0.00000000e+00,1.48654629e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.76900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.68300178e-08,8.31194129e-13,-1.74550767e-11,0.00000000e+00,0.00000000e+00,1.48822817e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.68790959e-08,8.31663768e-13,-1.74649391e-11,0.00000000e+00,0.00000000e+00,1.48991100e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.69281741e-08,8.32133407e-13,-1.74748016e-11,0.00000000e+00,0.00000000e+00,1.49159478e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.69772522e-08,8.32603046e-13,-1.74846640e-11,0.00000000e+00,0.00000000e+00,1.49327952e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.70263303e-08,8.33072685e-13,-1.74945264e-11,0.00000000e+00,0.00000000e+00,1.49496520e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.70754084e-08,8.33542322e-13,-1.75043888e-11,0.00000000e+00,0.00000000e+00,1.49665183e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.71244865e-08,8.34011960e-13,-1.75142512e-11,0.00000000e+00,0.00000000e+00,1.49833941e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.71735646e-08,8.34481597e-13,-1.75241135e-11,0.00000000e+00,0.00000000e+00,1.50002795e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.72226427e-08,8.34951234e-13,-1.75339759e-11,0.00000000e+00,0.00000000e+00,1.50171743e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.72717208e-08,8.35420870e-13,-1.75438383e-11,0.00000000e+00,0.00000000e+00,1.50340787e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.77900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.73207988e-08,8.35890506e-13,-1.75537006e-11,0.00000000e+00,0.00000000e+00,1.50509926e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.73698769e-08,8.36360142e-13,-1.75635630e-11,0.00000000e+00,0.00000000e+00,1.50679159e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.74189549e-08,8.36829777e-13,-1.75734253e-11,0.00000000e+00,0.00000000e+00,1.50848488e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.74680329e-08,8.37299412e-13,-1.75832877e-11,0.00000000e+00,0.00000000e+00,1.51017912e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.75171109e-08,8.37769047e-13,-1.75931500e-11,0.00000000e+00,0.00000000e+00,1.51187431e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.75661889e-08,8.38238681e-13,-1.76030123e-11,0.00000000e+00,0.00000000e+00,1.51357044e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.76152669e-08,8.38708315e-13,-1.76128746e-11,0.00000000e+00,0.00000000e+00,1.51526753e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.76643449e-08,8.39177948e-13,-1.76227369e-11,0.00000000e+00,0.00000000e+00,1.51696557e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.77134229e-08,8.39647581e-13,-1.76325992e-11,0.00000000e+00,0.00000000e+00,1.51866456e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.77625009e-08,8.40117213e-13,-1.76424615e-11,0.00000000e+00,0.00000000e+00,1.52036450e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.78900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.78115788e-08,8.40586846e-13,-1.76523238e-11,0.00000000e+00,0.00000000e+00,1.52206540e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.78606568e-08,8.41056477e-13,-1.76621860e-11,0.00000000e+00,0.00000000e+00,1.52376724e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.79097347e-08,8.41526109e-13,-1.76720483e-11,0.00000000e+00,0.00000000e+00,1.52547003e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.79588126e-08,8.41995740e-13,-1.76819105e-11,0.00000000e+00,0.00000000e+00,1.52717377e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.80078905e-08,8.42465370e-13,-1.76917728e-11,0.00000000e+00,0.00000000e+00,1.52887847e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.80569684e-08,8.42935001e-13,-1.77016350e-11,0.00000000e+00,0.00000000e+00,1.53058411e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.81060463e-08,8.43404630e-13,-1.77114972e-11,0.00000000e+00,0.00000000e+00,1.53229071e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.81551242e-08,8.43874260e-13,-1.77213595e-11,0.00000000e+00,0.00000000e+00,1.53399825e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.82042021e-08,8.44343889e-13,-1.77312217e-11,0.00000000e+00,0.00000000e+00,1.53570675e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.82532799e-08,8.44813518e-13,-1.77410839e-11,0.00000000e+00,0.00000000e+00,1.53741619e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.79900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.83023578e-08,8.45283146e-13,-1.77509461e-11,0.00000000e+00,0.00000000e+00,1.53912659e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.83514356e-08,8.45752774e-13,-1.77608082e-11,0.00000000e+00,0.00000000e+00,1.54083794e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.84005135e-08,8.46222401e-13,-1.77706704e-11,0.00000000e+00,0.00000000e+00,1.54255023e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.84495913e-08,8.46692028e-13,-1.77805326e-11,0.00000000e+00,0.00000000e+00,1.54426348e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.84986691e-08,8.47161655e-13,-1.77903948e-11,0.00000000e+00,0.00000000e+00,1.54597768e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.85477469e-08,8.47631281e-13,-1.78002569e-11,0.00000000e+00,0.00000000e+00,1.54769283e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.85968247e-08,8.48100907e-13,-1.78101191e-11,0.00000000e+00,0.00000000e+00,1.54940893e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.86459025e-08,8.48570533e-13,-1.78199812e-11,0.00000000e+00,0.00000000e+00,1.55112598e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.86949802e-08,8.49040158e-13,-1.78298433e-11,0.00000000e+00,0.00000000e+00,1.55284398e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.87440580e-08,8.49509783e-13,-1.78397054e-11,0.00000000e+00,0.00000000e+00,1.55456293e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.87931357e-08,8.49979407e-13,-1.78495675e-11,0.00000000e+00,0.00000000e+00,1.55628284e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.88422135e-08,8.50449031e-13,-1.78594297e-11,0.00000000e+00,0.00000000e+00,1.55800369e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81100000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.88912912e-08,8.50918655e-13,-1.78692917e-11,0.00000000e+00,0.00000000e+00,1.55972549e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81200000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.89403689e-08,8.51388278e-13,-1.78791538e-11,0.00000000e+00,0.00000000e+00,1.56144825e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81300000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.89894466e-08,8.51857901e-13,-1.78890159e-11,0.00000000e+00,0.00000000e+00,1.56317195e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81400000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.90385243e-08,8.52327523e-13,-1.78988780e-11,0.00000000e+00,0.00000000e+00,1.56489660e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81500000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.90876020e-08,8.52797145e-13,-1.79087400e-11,0.00000000e+00,0.00000000e+00,1.56662221e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81600000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.91366797e-08,8.53266767e-13,-1.79186021e-11,0.00000000e+00,0.00000000e+00,1.56834876e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81700000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.91857573e-08,8.53736388e-13,-1.79284641e-11,0.00000000e+00,0.00000000e+00,1.57007627e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81800000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.92348350e-08,8.54206009e-13,-1.79383262e-11,0.00000000e+00,0.00000000e+00,1.57180473e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.81900000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.92839126e-08,8.54675629e-13,-1.79481882e-11,0.00000000e+00,0.00000000e+00,1.57353413e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.82000000e+00,4.30079999e-08,4.30079999e-08,0.00000000e+00,8.93329903e-08,8.55145249e-13,-1.79580502e-11,0.00000000e+00,0.00000000e+00,1.57526449e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
